2.5189e-06,1.0903e-05,2.8402e-05,4.0704e-05,6.8427e-05
4.7202e-15,2.352e-14,4.9209e-14,8.389e-14,1.4214e-13
1.1413e-05,3.3528e-05,6.5642e-05,9.3345e-05,0.00013781
